source,added,keep,name,search_ddg_tmp,party,gender,dep17,mandates,twitter,description,city,dept,geo,notes,notes_url,flag_collected_31_may_2019,EM_zone,EM_career,id,statuses,followers,created,last_tweeted
Twitter,2015-06,yes,Yannick MAURICE,,DVG,f,,"Responsable politique national, Sans mandat électif courant",maurice47145736,,,,n,T MdP,,TRUE,,,,,,,
Twitter,2015-06,yes,Yves PIETRASANTA,,DVG,m,,Conseiller régional,yvespietrasanta,Président de Génération Ecologie,,pyrenees orientales,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Abdelkarim RAMDANE,,EELV,m,,"Conseiller communautaire, Conseiller municipal",abdelkarimr,Conseiller Municipal et Eurométropolitain d'Europe-Écologie Les Verts à Strasbourg @EelvAlsace et Jeunes Écologistes Alsace. Mes tweets n'engagent que moi.,strasbourg,bas rhin,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Adrien SAUMIER,,EELV,m,,Conseiller municipal,adsaum,"Adrien Saumier | élu EELV, adjoint au maire @mairiedu13 Développement durable et ESS | Côté pro : http://www.asso77.fr  | Mes tweets t'engagent",paris,paris,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Alain AMEDRO,,EELV,m,,Conseiller régional,alain_amedro,"Ecolo humaniste, urbaniste, Vice-président aménagement du #CRIdF : #PNR, #SDRIF, vp de @iauidf. Administrateur de @AIGrandParis. Vivre mieux ensemble #aulnay",,seine saint denis,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Alain CHABROLLE,,EELV,m,,Vice-Président de Conseil Régional,alainchabrolle,Vice-président délégué à la santé et l'environnement du conseil régional de #RhoneAlpes et membre du groupe d'élus @EELVrhonealpes,,ain,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Alain FOUSSERET,,EELV,m,,Conseiller régional,fousseretalain,"homme politique français. 3e Vice-Président EELV du Conseil régional de Franche-Comté, en charge des transports et multi-modalité",,,n,,,TRUE,,,,,,,
Twitter,2015-06,yes,Alain REFALO,,EELV,m,,Conseiller municipal,alainrefalo,Militant de la non-violence. Professeur des écoles. Conseiller municipal EELV à Colomiers.,colomiers,haute garonne,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Albane COLIN,,EELV,f,,Conseiller régional,albaneeelv,,,ain,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Alexis BRAUD,,EELV,m,,"Conseiller communautaire, Maire adjoint",alexisbraud,,,,n,,,TRUE,,,15882953,24326,3592,2008,21/04/2015
Twitter,2015-06,yes,Alexis BRAUD,,EELV,m,,"Conseiller communautaire, Maire adjoint",alexisbraud,"Humain écologiste, élu local #politique #culture #internet l'ennemi de l'interieur c'est le désepoir",le mans,sarthe,y,,,TRUE,,,15882953,24326,3592,2008,21/04/2015
Regards Citoyens,2015-06,yes,Aline ARCHIMBAUD,,EELV,f,,Sénateur,alinearchimbaud,"Sénatrice #EELV de Seine-Saint-Denis, je suis secrétaire de la commission des affaires sociales et de la délégation Outre-Mer.",,seine saint denis,y,,,TRUE,,,398116889,554,2648,40841,NA
Twitter,2015-06,yes,Aminata NIAKATE,,EELV,f,,Conseiller municipal,aminataniakate,"Avocate, 1ère Vice-Présidente de l'@UJAdeParis, Militante @EELV: Conseil Fédéral - Bureau Exécutif Régional IDF - Secrétaire EELV Vitry - Conseillère municipale",vitry sur seine,val de marne,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,André ASCHIERI,,EELV,m,,"Conseiller régional, Maire",aschieri2014,Avec André Aschieri pour Mouans Sartoux,mouans sartoux,alpes maritimes,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,André GATTOLIN,,EELV,m,,Sénateur,andregattolin,"Sénateur des Hauts-de-Seine. EELV, écologiste et européen. http://t.co/dgR86XiooH.",,hauts de seine,y,,,TRUE,,,817061142,1614,1365,2012,21/04/2015
Twitter,2015-06,yes,Andrée BUCHMANN,,EELV,f,,"Conseiller municipal, Conseiller régional, Vice-Président de Communauté d'Agglomération",andreebuchmann,"Conseillère régionale d'Alsace | Vice-présidente, Communauté urbaine de Strasbourg | Regionalrätin des Elsass | Vizepräsident der Stadtgemeinschaft Straßburg",schiltigheim,bas rhin,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Annabelle JAEGER,,EELV,f,,Conseiller régional,annabellejaeger,Conseillère Régionale Élue à la Biodiversité en PACA,,alpes maritimes,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Anthony POULIN,,EELV,m,,Conseiller municipal,anthopou,"Aiguillon écolo. Conseiller muncipal #EELV de #Besançon délégué vie étudiante, animation, CLAP. Membre du bureau de la #CAGB...et tant d'autres choses.",besancon,doubs,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Augustin LEGRAND,,EELV,m,,Conseiller régional,legrandaugustin,Conseiller régional IDF - Militant associatif,,,n,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use newer account",Barbara POMPILI,,EELV,f,,Député,pompilibarbara,Députée de la 2e circonscription de la Somme,,,n,,,FALSE,,,2515337330,1,21,2014,22/05/2014
Twitter,2015-06,yes,Barbara POMPILI,,EELV,f,,Député,barbarapompili,Députée de la deuxième circonscription de Somme #circo8002 #EELV #PS #PRG Co-présidente du groupe écologiste à l'Assemblée nationale #AN . Photo Reuters,,somme,y,,,TRUE,,,454336881,2819,14170,2012,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Bastien FRANCOIS,,EELV,m,,Conseiller régional,bfrancois_eelv,Conseiller régional d'Ile-de-France,,,n,,,TRUE,,,212390393,3351,3186,2010,20/04/2015
Twitter,2015-06,yes,Bastien FRANCOIS,,EELV,m,,Conseiller régional,bfrancois_eelv,"Universitaire (Panthéon-Sorbonne), politiste, militant écolo, conseiller régional EELV, inséminateur de la 6e République",paris,paris,y,,,TRUE,,,212390393,3351,3186,2010,20/04/2015
Twitter,2015-06,yes,Bernard DESPIERRE,,EELV,m,,"Conseiller communautaire, Conseiller municipal",bdespierre,Ecologiste. Adjoint au Maire de Tourcoing. Conseiller Communautaire LMCU. Membre du Conseil National des Verts,tourcoing,nord,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Bernard JOMIER,,EELV,m,,Maire adjoint,bernardjomier,"Médecin généraliste, Maire-Adjoint #Paris chargé de la #Santé, des questions de #Handicap et de l' #APHP, élu #EELV de #Paris19",paris,paris,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Brigitte ALLAIN,,EELV,f,,Député,brigitteallain,Députrée de la 2ème circonscription de la Dordogne,,,n,,,TRUE,,,550973825,985,1773,2012,21/04/2015
Twitter,2015-06,yes,Brigitte ALLAIN,,EELV,f,,Député,brigitteallain,Députée de la Dordogne,,dordogne,y,,,TRUE,,,550973825,985,1773,2012,21/04/2015
Twitter,2015-06,yes,Brigitte MONNET,,EELV,f,,Conseiller régional,brimonnet,"conseillère régionale, maire, co-porte parole EELV Franche-Comté",,,n,,,TRUE,,,,,,,
Twitter,2015-06,yes,Caroline MECARY,,EELV,f,,"Conseiller municipal, Conseiller régional",carolinemecary,"Avocate au barreau de Paris, Conseillère de Paris, ex co présidente de la fondation Copernic",,val de marne,y,"elected in Val de Marne, also Conseillère de Paris (WP-FR)",,TRUE,,,,,,,
Twitter,2015-06,yes,Catherine BOURGEOIS,,EELV,f,,Conseiller régional,cathbourgeois,Conseillère régionale #EELV @ElusecolosNPdC // Adhérente EELV Calaisis // Médiatrice,,pas de calais,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Catherine HERVIEU,,EELV,f,,"Conseiller communautaire, Conseiller municipal",cathervieu,"Pdte du groupe EELV Mairie de Dijon, vice-présidente du Grand Dijon aux mobilités alternatives, présidente de la Fédération des Elus Verts et Ecologistes",dijon,cote d or,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Catherine RIBES,,EELV,f,,Conseiller régional,ribescatherine,,,hauts de seine,y,older account: @CatherineRibes,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Cécile DUFLOT,,EELV,f,,"Conseiller régional, Député",cecileduflot,Députée et Présidente du groupe EE-LV de la Région Île-de-France,,,n,,,TRUE,,,17508660,12627,274962,2008,19/04/2015
Twitter,2015-06,yes,Cécile DUFLOT,,EELV,f,,"Conseiller régional, Député",cecileduflot,Députée de la sixième circonscription de Paris. Ancienne ministre de l'égalité des territoires et du logement. Profil officiel,paris,paris,y,,,TRUE,,,17508660,12627,274962,2008,19/04/2015
Twitter,2015-06,yes,Charles FOURNIER,,EELV,m,,Conseiller régional,cfourniereelv,"conseiller régional eelv region centre, tête de liste regionales 2015. Travail à la ville de Blois. président Gip alfacentre et Réseau des Carif Oref",,loir et cher,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Christophe CAVARD,,EELV,m,,Député,ccavard,Député de la 6e circonscription du Gard,,,n,,,TRUE,,,216290050,1064,2255,2010,21/04/2015
Twitter,2015-06,yes,Christophe CAVARD,,EELV,m,,Député,ccavard,Député #EELV du Gard sur la #Circo3006,,gard,y,,,TRUE,,,216290050,1064,2255,2010,21/04/2015
Twitter,2015-06,yes,Christophe ROSSIGNOL,,EELV,m,,Conseiller régional,c_rossignol,"Conseiller régional du Centre, membre du Conseil Fédéral EELV",,indre et loire,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Claire MONOD,,EELV,f,,Conseiller régional,clairemonod,Conseillère Régionale #IdF Amenagement Egalité #Territoires #Numerique #Europe Ecologie les Verts #EELV #75013,,,n,,,TRUE,,,,,,,
Twitter,2015-06,yes,Claude COMET,,EELV,f,,Conseiller régional,claudecomet,Elue EELV Rhône Alpes en charge du tourisme et de la montagne dans l'exécutif régional.,,haute savoie,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Claude COUTAZ,,EELV,m,,Conseiller municipal,claudecoutaz,avocat pour la défense pénale et les droits des étrangers - conseiller municipal Ville de Grenoble rassemblement citoyen de la gauche et des écologistes,grenoble,isere,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Claude GOURVIL,,EELV,m,,Conseiller municipal,cgourvil,Militant tous terrains. Insectophile au #jardin Conseiller municipal de #Laval. #EELV,laval,mayenne,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Clément ROSSIGNOL,,EELV,m,,"Conseiller communautaire, Conseiller municipal",clemrossignol,"Élu béglais et à la Communauté Urbaine de Bordeaux (La Cub), porte-parole EELV Aquitaine",begles,gironde,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Corinne RUFET,,EELV,f,,Vice-Président de Conseil Régional,cocoruf,Vice présidente région #IledeFrance chargée de l'#environnement #agriculture #énergie. Membre du Conseil Politique et du Conseil Fédéral #EELV Culture addict,,,n,,,TRUE,,,,,,,
Twitter,2015-06,yes,Cyril KRETZSCHMAR,,EELV,m,,"Conseiller municipal, Conseiller régional",cyrilkretzschma,"Conseiller régional EELV, délégué à la nouvelle économie à la Région Rhône-Alpes Conseiiller municipal Francheville Ecologie http://cyrilkretzschmar.eelv.fr/ ",francheville,rhone,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Damien CAREME,,EELV,m,,"Conseiller régional, Maire",damiencareme,Maire de Grande-Synthe (59) -Conseiller Régional Nord/Pas de Calais - Président association des Maires de Ville et Banlieue de France,grande synthe,nord,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Daniel COHN-BENDIT,,EELV,m,,Député européen,danycohnbendit,Député européen,,,n,,,TRUE,,,23341062,129,78337,2009,27/01/2015
Twitter,2015-06,yes,Daniel COHN-BENDIT,,EELV,m,,Député européen,danycohnbendit,,,EUROPE,y,,,TRUE,,,23341062,129,78337,2009,27/01/2015
Twitter,2015-06,yes,Danielle AUROI,,EELV,f,,Député,danielleauroi,Présidente de la commission des Affaires européennes #AssembléeNationale - Députée de la 3ème circonscription du Puy-de-Dôme #EELV,,puy de dome,y,,,TRUE,,,636374406,666,1177,2012,20/04/2015
Twitter,2015-06,yes,David BELLIARD,,EELV,m,,Conseiller municipal,david_belliard,"Conseiller de #Paris @eelv, Coprésident @ecoloParis #Conseildeparis délégué alimentation et agri urbaine #Paris11, Directeur Dev. @Alternativeseco, and so on...",paris,paris,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,David CORMAND,,EELV,m,,"Conseiller régional, Responsable politique national",davidcormand,"Président du Groupe EELV au CR de Haute-Normandie. Secrétaire national adjoint de EELV, délégué aux élu-es, aux élections et aux relations extérieures.",,,n,SN adjoint EELV,http://eelv.fr/le-bureau-executif/,TRUE,,,,,,,
Twitter,2015-06,yes,David MBANZA,,EELV,m,,Conseiller régional,dmbanza,Militant Europe Ecologie Les Verts et conseiller régional IDF,,hauts de seine,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Denis BAUPIN,,EELV,m,,"Conseiller départemental, Député, Maire adjoint",denis_baupin,"Député de la 10ème circonscription de Paris, Maire-adjoint de Paris chargé du Développement Durable, de l'Environnement et du Plan climat et Conseiller général",,,n,,,TRUE,,,17271007,48653,13491,2008,21/04/2015
Twitter,2015-06,yes,Denis BAUPIN,,EELV,m,,Député,denis_baupin,Député de la 10e circonscription de Paris Vice-Président de l'Assemblée Nationale. @ecolodep @eelv,paris,paris,y,,,TRUE,,,17271007,48653,13491,2008,21/04/2015
eTerritoire,2015-06,yes,Denis SZALKOWSKI,,EELV,m,,Maire,bloginfo,"Maire de Saint-Eloi-de-Fourques (Haute-Normandie) près de Brionne - Formateur #Linux, #MySQL, Sécurité, #Php, #PostgreSQL, #WordPress, #SEO, #Référencement",saint eloi de fourques,eure,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Djamila SONZOGNI,,EELV,f,,Conseiller régional,sonzognidjamila,,,haut rhin,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Dominique PLANCKE,,EELV,m,,"Conseiller municipal, Conseiller régional",domplancke,,,,n,,,TRUE,,,105495014,15413,1804,2010,21/04/2015
Twitter,2015-06,yes,Dominique PLANCKE,,EELV,m,,Conseiller régional,domplancke,Conseiller régional nord pas de calais EELV,,nord,y,,,TRUE,,,105495014,15413,1804,2010,21/04/2015
Élus 2.0,2015-06,"no, use updated profile",Dominique VOYNET,,EELV,f,,Maire,dominiquevoynet,Maire de Montreuil,,,n,,,TRUE,,,143918103,2112,8035,2010,21/04/2015
Twitter,2015-06,yes,Dominique VOYNET,,EELV,f,,Sans mandat électif courant,dominiquevoynet,,,,n,,,TRUE,,,143918103,2112,8035,2010,21/04/2015
Twitter,2015-06,yes,Douchka MARKOVIC,,EELV,f,,Maire adjoint,ecolologique,Adjointe #mairie18 #Paris #elu #DD #alimentation #environnement #paris18 #EELV #EELV18 #EcoloLogique #animaliste #ecologie #végétalisation #vegan #vg #L214,paris,paris,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Alice TIMSIT,,EELV,f,,"Supp17, ",alicetimsit,Doctorante en #droitpublic / Co-secrétaire #EELV #paris19 / Candidate suppléante aux #législatives2017 sur la #17èmecirconscription de Paris,paris,paris,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Elise LOWY,,EELV,f,,Conseiller régional,eliselowy,Enseignante - Membre du Bureau Exécutif #EELV - Conseillère Régionale - @RevueEcorev - Fondation Copernic @FondCopernic,,calvados,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use IND profile",Emilie THEROUIN,,EELV,f,,Maire adjoint,emilietherouin,Adjointe au Maire d'Amiens et Déléguée Locale d'Europe Ecologie - Les Verts,,,n,,,FALSE,,,117136885,9094,2778,2010,21/04/2015
Twitter,2015-06,yes,Emmanuel CAU,,EELV,m,,Vice-Président de Conseil Régional,emmanuelcau,"Vice-président conseil régional nord-pas-de-calais Aménagement du territoire, Environnement, Plan climat // Europe Ecologie Les Verts",,nord,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Emmanuelle BOUCHAUD,,EELV,f,,Vice-Président de Conseil Régional,ebouchaud,vice présidente du conseil régional des Pays de la Loire Front Démocrate,,loire atlantique,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Emmanuelle COSSE,,EELV,f,,"Responsable politique national, Vice-Président de Conseil Régional",emmacosse,"activiste contre le sida, écolo, féministe, amatrice de rugby et VP de la Région IDF en charge du logement. Secrétaire nationale d'EELV.",,paris,y,SN EELV,,TRUE,,,95533081,14712,11427,2009,27/05/2015
Élus 2.0,2015-06,"no, use updated profile",Eric ALAUZET,,EELV,m,,"Conseiller municipal, Député, Vice-Président de Conseil Départemental",ericalauzet,"Député de la 2ème circonscription du Doubs, Conseiller municipal de Besançon et Vice-Président du Conseil Général du Doubs",,,n,,,TRUE,,,842102300,943,1888,2012,09/04/2015
Twitter,2015-06,yes,Eric ALAUZET,,EELV,m,,Député,ericalauzet,"Député #EELV du Doubs, #circo2502, membre de la commission des finances.",,doubs,y,,,TRUE,,,842102300,943,1888,2012,09/04/2015
Twitter,2015-06,yes,Eric CHEVAILLIER,,EELV,m,,Conseiller régional,erchev,,,yvelines,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Eric DURAND,,EELV,m,,"Conseiller municipal, Conseiller régional",ericdurand25,Conseiller municipal de Lavans-Vuillafans et Conseiller régional,,,n,,,TRUE,,,459235765,2445,370,2012,21/04/2015
Twitter,2015-06,yes,Eric DURAND,,EELV,m,,Conseiller régional,ericdurand25,Conseiller régional Europe écologie les verts Président du Cercoop FC Membre comité de bassin agence de l'eau,,,n,,,TRUE,,,459235765,2445,370,2012,21/04/2015
Twitter,2015-06,yes,Eric LOISELET,,EELV,m,,Conseiller régional,loiselet,"bureau exécutif #EELV, CR Champagne Ardenne, #reperesecolos #RSE #ISR Administrateur IRCANTEC #RAIR",,marne,y,,,TRUE,,,,,,,
eTerritoire,2015-06,yes,Éric PIOLLE,,EELV,m,,"Conseiller régional, Maire",ericpiolle,Maire de Grenoble - profil officiel,grenoble,isere,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Eric SCHULTZ,,EELV,m,,Maire adjoint,eschultz_,"Adjoint au Maire de Strasbourg - Population, Etat civil & Mission des Temps - Conseiller CUS - Membre du Bureau de l'#Eurodistrict #Strasbourg #Ortenau #EELV",strasbourg,bas rhin,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Estelle TOUZIN,,EELV,f,,Conseiller départemental,etouzin,Conseillère générale du canton d'Orléans en Bourgogne,,,n,,,TRUE,,,361217597,1279,680,2011,17/04/2015
Twitter,2015-06,yes,Estelle TOUZIN,,EELV,f,,Sans mandat électif courant,etouzin,Militante EELV,,,n,,,TRUE,,,361217597,1279,680,2011,17/04/2015
Regards Citoyens,2015-06,yes,Esther BENBASSA,,EELV,f,,Sénateur,estherbenbassa,Sénatrice @EELV du #ValdeMarne (94) et directrice d'études à l'#EPHE (#Sorbonne),,marne,y,,,TRUE,,,414024815,6869,8944,40863,NA
Twitter,2015-06,yes,Etienne TETE,,EELV,m,,"Conseiller municipal, Conseiller régional",etiennetete,"Elu #EELV au conseil régional de #RhoneAlpes et à la mairie de #Lyon. Avocat luttant contre les conflits d'intérêt, le sport-business... @EELVRhonealpes",lyon,rhone,y,,,TRUE,,,,,,,
Élus 2.0,2015-06,"no, use updated profile",Eva JOLY,,EELV,f,,Député européen,evajoly,Députée européenne,,,n,,,TRUE,,,234035533,2298,123621,2011,21/04/2015
Twitter,2015-06,yes,Eva JOLY,,EELV,f,,Député européen,evajoly,"Eurodéputée, membre des commissions Libertés publiques et Affaires économiques du Parlement européen / Compte co-géré par l'équipe d'Eva Joly/ #Joly",,EUROPE,y,,,TRUE,,,234035533,2298,123621,2011,21/04/2015
Twitter,2015-06,yes,Eva SAS,https://duckduckgo.com/?q=Eva+SAS+twitter,EELV,f,,Député,_EvaSas,"Députée EELV 2012-2017, psdte de la comEco d'@EELV, mbre d'@AssoECVF, Associée cabinet d'expertise auprès des IRP",,essonne,y,,,TRUE,,,489348571,2203,3354,40950,NA
Twitter,2015-06,yes,Fatima BEZLI,,EELV,f,,Conseiller régional,fatimabezli,Conseillère Régionale d'Auvergne Europe Ecologie les verts Directrice CADA d'emmaüs Traductrice interprète assermentée clown social,,puy de dome,y,,,TRUE,,,,,,,
Twitter,2015-06,yes,Fatna LAZREG,,EELV,f,,"Conseiller municipal, Conseiller régional",fatlazreg,"#Melun2014, Conseillère Municipale #Melun, Conseillère Régionale #EELV, http://www.melun-valdeseine.eelv.fr/  , Responsable export",melun,seine et marne,y,,,TRUE,,,,,,,
